"StdConc","mean_OD","sd_OD","mean_pctBB0","sd_pctBB0","n","cv_pct","used_in_fit"
7.8125,0.635,NA,90.6141732283465,NA,1,NA,TRUE
15.625,0.697,NA,102.330708661417,NA,1,NA,TRUE
31.25,0.601,NA,84.1889763779528,NA,1,NA,TRUE
62.5,0.486,NA,62.4566929133858,NA,1,NA,TRUE
125,0.409,NA,47.9055118110236,NA,1,NA,TRUE
250,0.324,NA,31.8425196850394,NA,1,NA,TRUE
500,0.244,NA,16.7244094488189,NA,1,NA,TRUE
1000,0.206,NA,9.54330708661417,NA,1,NA,TRUE
