"StdConc","mean_OD","sd_OD","mean_pctBB0","sd_pctBB0","n","cv_pct","used_in_fit"
7.8125,0.684,NA,88.3727399165508,NA,1,NA,TRUE
15.625,0.656,NA,83.6995827538248,NA,1,NA,TRUE
31.25,0.591,NA,72.8511821974965,NA,1,NA,TRUE
62.5,0.518,NA,60.6675938803894,NA,1,NA,TRUE
125,0.398,NA,40.6397774687065,NA,1,NA,TRUE
250,0.321,NA,27.78859527121,NA,1,NA,TRUE
500,0.247,NA,15.4381084840056,NA,1,NA,TRUE
1000,0.2,NA,7.59388038942977,NA,1,NA,TRUE
