"Well","Content","OD405","pct_B_B0","predicted_conc","result_flag"
"A10","Exp4 C10 L0 (1/1)",0.43,45.980528511822,108.433280091535,"OK"
"A11","Exp3 DMSO 0 (1/1)",0.423,44.8122392211405,113.682388967771,"OK"
"A12","",0.401,41.1404728789986,132.035358878179,"OK"
"A4","Exp3 C10 B0 (1/1)",0.484,54.9930458970793,75.1390190207829,"OK"
"A5","Exp3 C0 L0 (1/1)",0.537,63.8386648122392,51.1982366493159,"OK"
"A6","Exp3 C10 L0 (1/1)",0.466,51.9888734353268,85.0138203748804,"OK"
"A7","Exp4 C0 B0 (1/1)",0.425,45.1460361613352,112.156096614968,"OK"
"A8","Exp4 C10 B0 (1/1)",0.516,60.3337969401947,59.893129006313,"OK"
"A9","Exp4 C0 L0 (1/1)",0.487,55.4937413073713,73.5920014189904,"OK"
"B10","Exp4 C10 L1 (1/1)",0.33,29.2906815020862,221.168594758197,"OK"
"B11","Exp3 DMSO 1 (1/1)",0.453,49.8191933240612,92.8485785765078,"OK"
"B12","",0.444,48.317107093185,98.6650737347626,"OK"
"B4","Exp3 C10 B1 (1/1)",0.569,69.1794158553546,39.5361236019303,"OK"
"B5","Exp3 C0 L1 (1/1)",0.558,67.3435326842837,43.3514513742256,"OK"
"B6","Exp3 C10 L1 (1/1)",0.445,48.4840055632823,98.0018108513723,"OK"
"B7","Exp4 C0 B1 (1/1)",0.478,53.9916550764951,78.3146192713488,"OK"
"B8","Exp4 C10 B1 (1/1)",0.509,59.1655076495132,63.0059670293432,"OK"
"B9","Exp4 C0 L1 (1/1)",0.566,68.6787204450626,40.5579986269329,"OK"
"C10","Exp4 C10 L10 (1/1)",0.375,36.8011126564673,158.243806300063,"OK"
"C11","Exp3 DMSO 10 (1/1)",0.474,53.3240611961057,80.494535757834,"OK"
"C12","",0.461,51.1543810848401,87.9522480155246,"OK"
"C4","Exp3 C10 B10 (1/1)",0.541,64.5062586926287,49.6424701690698,"OK"
"C5","Exp3 C0 L10 (1/1)",0.519,60.8344923504868,58.5935108963563,"OK"
"C6","Exp3 C10 L10 (1/1)",0.407,42.1418636995827,126.725753842613,"OK"
"C7","Exp4 C0 B10 (1/1)",0.451,49.4853963838665,94.1120011881424,"OK"
"C8","Exp4 C10 B10 (1/1)",0.521,61.1682892906815,57.7382092657705,"OK"
"C9","Exp4 C0 L10 (1/1)",0.569,69.1794158553546,39.5361236019303,"OK"
"D10","Exp4 C10 L100 (1/1)",0.319,27.4547983310153,241.588734908828,"OK"
"D11","Exp3 DMSO 100 (1/1)",0.469,52.4895688456189,83.2934699962232,"OK"
"D12","",0.471,52.8233657858136,82.1638087567964,"OK"
"D4","Exp3 C10 B100 (1/1)",0.429,45.8136300417246,109.16745311636,"OK"
"D5","Exp3 C0 L100 (1/1)",0.517,60.5006954102921,59.4576764390377,"OK"
"D6","Exp3 C10 L100 (1/1)",0.327,28.7899860917942,226.487827159083,"OK"
"D7","Exp4 C0 B100 (1/1)",0.414,43.3101529902642,120.829458687472,"OK"
"D8","Exp4 C10 B100 (1/1)",0.439,47.4826147426982,102.048172329127,"OK"
"D9","Exp4 C0 L100 (1/1)",0.56,67.6773296244784,42.6435426108033,"OK"
"E10","Exp4 C100 L0 (1/1)",0.472,52.990264255911,81.6040532987252,"OK"
"E11","",0.378,37.3018080667594,154.920536996829,"OK"
"E12","",0.154,-0.0834492350486788,NA,"> 1000"
"E4","Exp3 C100 B0 (1/1)",0.533,63.1710709318498,52.7846871899905,"OK"
"E5","Exp3 C1 L0 (1/1)",0.363,34.798331015299,172.457070225936,"OK"
"E6","Exp3 C100 L0 (1/1)",0.443,48.1502086230876,99.332728071772,"OK"
"E7","Exp4 C1 B0 (1/1)",0.388,38.970792767733,144.437570220928,"OK"
"E8","Exp4 C100 B0 (1/1)",0.515,60.1668984700974,60.3308529413514,"OK"
"E9","Exp4 C1 L0 (1/1)",0.453,49.8191933240612,92.8485785765078,"OK"
"F10","Exp4 C100 L1 (1/1)",0.467,52.1557719054242,84.4368788644411,"OK"
"F11","",0.391,39.471488178025,141.459192241345,"OK"
"F12","",0.147,-1.25173852573018,NA,"> 1000"
"F4","Exp3 C100 B1 (1/1)",0.54,64.3393602225313,50.0285875925851,"OK"
"F5","Exp3 C1 L1 (1/1)",0.458,50.653685674548,89.7595382825211,"OK"
"F6","Exp3 C100 L1 (1/1)",0.445,48.4840055632823,98.0018108513723,"OK"
"F7","Exp4 C1 B1 (1/1)",0.371,36.1335187760779,162.812775577141,"OK"
"F8","Exp4 C100 B1 (1/1)",0.585,71.8497913769124,34.3074195136602,"OK"
"F9","Exp4 C1 L1 (1/1)",0.468,52.3226703755216,83.8634397359985,"OK"
"G10","Exp4 C100 L10 (1/1)",0.455,50.1529902642559,91.601201838235,"OK"
"G11","",0.385,38.4700973574409,147.490506135264,"OK"
"G12","",0.153,-0.250347705146036,NA,"> 1000"
"G4","Exp3 C100 B10 (1/1)",0.526,62.0027816411683,55.6377975513662,"OK"
"G5","Exp3 C1 L10 (1/1)",0.485,55.1599443671766,74.6203888761508,"OK"
"G6","Exp3 C100 L10 (1/1)",0.434,46.6481223922114,105.546892043395,"OK"
"G7","Exp4 C1 B10 (1/1)",0.379,37.4687065368567,153.831796585028,"OK"
"G8","Exp4 C100 B10 (1/1)",0.503,58.1641168289291,65.767789909855,"OK"
"G9","Exp4 C1 L10 (1/1)",0.442,47.9833101529903,100.004819012704,"OK"
"H10","Exp4 C100 L100 (1/1)",0.425,45.1460361613352,112.156096614968,"OK"
"H11","",0.371,36.1335187760779,162.812775577141,"OK"
"H12","",0.153,-0.250347705146036,NA,"> 1000"
"H4","Exp3 C100 B100 (1/1)",0.499,57.4965229485396,67.6593998454399,"OK"
"H5","Exp3 C1 L100 (1/1)",0.494,56.6620305980529,70.0830923936915,"OK"
"H6","Exp3 C100 L100 (1/1)",0.442,47.9833101529903,100.004819012704,"OK"
"H7","Exp4 C1 B100 (1/1)",0.431,46.1474269819193,107.704191210181,"OK"
"H8","Exp4 C100 B100 (1/1)",0.525,61.8358831710709,56.0536249669909,"OK"
"H9","Exp4 C1 L100 (1/1)",0.451,49.4853963838665,94.1120011881424,"OK"
